id,state,name,_runtime,_step,_timestamp,_wandb,bias/lambda_1,bias/lambda_2,epoch,train/loss,trainer/global_step,val/loss,l1,l2,lr,smooth,input_dim,l1_lambda,l1_smooth,l2_lambda,hidden_dim,output_dim,optimizer_cls,bias_model_kwargs,grad_match_loss_fn
2mzupjuf,finished,autumn-sweep-81,50.00785684585571,320,1749831515.522946,{'runtime': 50},0.004623689688742161,1.174710392951965,94,0.011192197911441326,11849,25.015277862548828,0.01,1.0,0.01,0.01,10,0.01,0.01,1.0,200,1,Adam,,mse_loss
4yis7acr,finished,deft-sweep-80,102.30474185943604,840,1749831535.2579029,{'runtime': 103},-0.0062441579066216946,0.09926554560661316,120,0.0011528815375640988,15099,3.0613832473754883,0.01,0.1,0.01,1e-06,10,0.01,1e-06,0.1,200,1,Adam,,mse_loss
r5ouksrm,finished,charmed-sweep-79,67.13700771331787,616,1749831472.4964516,{'runtime': 67},0.003001869423314929,0.1280761361122131,50,0.002131889807060361,6349,3.078702211380005,0.01,0.1,0.01,1e-05,10,0.01,1e-05,0.1,200,1,Adam,,mse_loss
1sh5tjbm,finished,fanciful-sweep-78,100.79137349128725,840,1749831444.6276655,{'runtime': 101},-0.011978249996900558,0.10067622363567352,120,0.0010996656492352486,15099,3.0590384006500244,0.01,0.1,0.01,0.0001,10,0.01,0.0001,0.1,200,1,Adam,,mse_loss
dfx2uqt0,finished,dulcet-sweep-77,67.19932770729065,616,1749831411.1421947,{'runtime': 68},-0.014813460409641266,0.1430812627077103,50,0.002124791033565998,6349,3.075993776321411,0.01,0.1,0.01,0.001,10,0.01,0.001,0.1,200,1,Adam,,mse_loss
3y9cb17w,finished,glamorous-sweep-76,67.60322523117065,616,1749831383.2238111,{'runtime': 68},-0.013127037324011326,0.14060534536838531,50,0.002149937441572547,6349,3.071312427520752,0.01,0.1,0.01,0.01,10,0.01,0.01,0.1,200,1,Adam,,mse_loss
unu510pj,finished,polar-sweep-75,65.63515830039978,616,1749831320.2398822,{'runtime': 66},0.0044408198446035385,0.03178257867693901,50,0.0025853372644633055,6349,0.9171477556228638,0.01,0.01,0.01,1e-06,10,0.01,1e-06,0.01,200,1,Adam,,mse_loss
kplr7f51,finished,charmed-sweep-74,71.28489017486572,616,1749831320.813768,{'runtime': 67},0.004468454513698816,0.031800441443920135,50,0.0025844068732112646,6349,0.9172805547714232,0.01,0.01,0.01,1e-05,10,0.01,1e-05,0.01,200,1,Adam,,mse_loss
unk8b7q1,finished,dainty-sweep-73,67.37994313240051,616,1749831292.80533,{'runtime': 68},-0.003139666747301817,0.037581916898489,50,0.0025905210059136152,6349,0.9151657819747924,0.01,0.01,0.01,0.0001,10,0.01,0.0001,0.01,200,1,Adam,,mse_loss
ip78iw0q,finished,gentle-sweep-72,65.47698140144348,616,1749831231.8821733,{'runtime': 66},-0.014348049648106098,0.045116230845451355,50,0.002647703979164362,6349,0.9149564504623412,0.01,0.01,0.01,0.001,10,0.01,0.001,0.01,200,1,Adam,,mse_loss
chlr4r68,finished,olive-sweep-71,68.00256156921387,616,1749831203.7257595,{'runtime': 68},-0.012776290997862816,0.04327951371669769,50,0.0026872390881180763,6349,0.9158989787101746,0.01,0.01,0.01,0.01,10,0.01,0.01,0.01,200,1,Adam,,mse_loss
udtomj09,finished,soft-sweep-70,77.6326003074646,668,1749831213.3339684,{'runtime': 78},-0.003606510115787387,0.04136819764971733,78,0.004400726407766342,9849,0.7586159110069275,0.01,0.001,0.01,1e-06,10,0.01,1e-06,0.001,200,1,Adam,,mse_loss
tp5wo1zy,finished,fiery-sweep-69,76.28254461288452,668,1749831143.1792717,{'runtime': 76},-0.0034806844778358936,0.041415031999349594,78,0.004397394135594368,9849,0.7582871317863464,0.01,0.001,0.01,1e-05,10,0.01,1e-05,0.001,200,1,Adam,,mse_loss
llo7mkhv,finished,serene-sweep-68,78.49084520339966,668,1749831113.0917642,{'runtime': 79},-0.007001698948442936,0.03796173632144928,78,0.0043049766682088375,9849,0.7566050291061401,0.01,0.001,0.01,0.0001,10,0.01,0.0001,0.001,200,1,Adam,,mse_loss
jaoep0b1,finished,icy-sweep-67,78.30792236328125,668,1749831108.6645317,{'runtime': 78},-0.003585117170587182,0.04292299970984459,78,0.004402696155011654,9849,0.7558155059814453,0.01,0.001,0.01,0.001,10,0.01,0.001,0.001,200,1,Adam,,mse_loss
cmxsq7oe,finished,vocal-sweep-66,76.19962644577026,668,1749831043.6532464,{'runtime': 76},0.014796964824199677,0.03805829584598541,78,0.004395404364913702,9849,0.7343956828117371,0.01,0.001,0.01,0.01,10,0.01,0.01,0.001,200,1,Adam,,mse_loss
epbjjiwz,finished,soft-sweep-65,78.57734513282776,668,1749831014.13785,{'runtime': 79},-0.0030692610889673233,0.03848759084939957,78,0.0047224173322319984,9849,0.7424007058143616,0.01,0.0001,0.01,1e-06,10,0.01,1e-06,0.0001,200,1,Adam,,mse_loss
gqyy44ws,finished,balmy-sweep-64,78.10901808738708,668,1749831003.5374992,{'runtime': 78},-0.00265685748308897,0.038522809743881226,78,0.004728082567453384,9849,0.7423872947692871,0.01,0.0001,0.01,1e-05,10,0.01,1e-05,0.0001,200,1,Adam,,mse_loss
18abjcx4,finished,wise-sweep-63,75.96661949157715,668,1749830944.1223304,{'runtime': 76},-0.006976855453103781,0.03532767668366432,78,0.0046204254031181335,9849,0.7404313087463379,0.01,0.0001,0.01,0.0001,10,0.01,0.0001,0.0001,200,1,Adam,,mse_loss
du017myb,finished,solar-sweep-62,79.18599247932434,668,1749830915.8597455,{'runtime': 79},-0.004883855115622282,0.04171375185251236,78,0.004723886959254742,9849,0.7397903800010681,0.01,0.0001,0.01,0.001,10,0.01,0.001,0.0001,200,1,Adam,,mse_loss
d47mfcuz,finished,smart-sweep-61,77.89296650886536,668,1749830898.6384056,{'runtime': 78},0.011255927383899689,0.03519517183303833,78,0.0048554278910160065,9849,0.7322039604187012,0.01,0.0001,0.01,0.01,10,0.01,0.01,0.0001,200,1,Adam,,mse_loss
vajyl6u6,finished,pleasant-sweep-60,51.390711307525635,321,1749830845.1241024,{'runtime': 52},-0.0074673863127827644,9.985797882080078,100,0.09795279055833817,12599,140.8251495361328,0.001,10.0,0.01,1e-06,10,0.001,1e-06,10.0,200,1,Adam,,mse_loss
1qat1j7i,finished,super-sweep-59,52.83202791213989,321,1749830815.090263,{'runtime': 53},-0.007477166596800089,9.986180305480955,100,0.09795697778463364,12599,140.8251495361328,0.001,10.0,0.01,1e-05,10,0.001,1e-05,10.0,200,1,Adam,,mse_loss
cyv6c06t,finished,sunny-sweep-58,51.97763204574585,321,1749830798.133263,{'runtime': 52},-0.007431647274643183,9.986464500427246,100,0.09796696901321413,12599,140.8250274658203,0.001,10.0,0.01,0.0001,10,0.001,0.0001,10.0,200,1,Adam,,mse_loss
7vn1hz9k,finished,cool-sweep-57,51.43059039115906,321,1749830770.8081944,{'runtime': 52},-0.007538009900599718,9.987130165100098,100,0.09795152395963667,12599,140.82406616210938,0.001,10.0,0.01,0.001,10,0.001,0.001,10.0,200,1,Adam,,mse_loss
x4zb8jy1,finished,ruby-sweep-56,52.4507110118866,321,1749830740.343667,{'runtime': 53},-0.009990394115447998,9.99846363067627,100,0.09775658696889876,12599,140.8157958984375,0.001,10.0,0.01,0.01,10,0.001,0.01,10.0,200,1,Adam,,mse_loss
qlb4vkd4,finished,drawn-sweep-55,50.59226751327515,320,1749830722.1437705,{'runtime': 51},-0.004582052119076252,1.170884132385254,94,0.010444400832057,11849,23.696346282958984,0.001,1.0,0.01,1e-06,10,0.001,1e-06,1.0,200,1,Adam,,mse_loss
nb1g2gir,finished,fragrant-sweep-54,51.25782012939453,320,1749830664.83536,{'runtime': 52},-0.004673986695706844,1.1705807447433472,94,0.010445764288306236,11849,23.69633674621582,0.001,1.0,0.01,1e-05,10,0.001,1e-05,1.0,200,1,Adam,,mse_loss
2y5z4sam,finished,glowing-sweep-53,50.549854040145874,320,1749830646.956895,{'runtime': 51},-0.004685885272920132,1.1705501079559326,94,0.010445878840982914,11849,23.69623374938965,0.001,1.0,0.01,0.0001,10,0.001,0.0001,1.0,200,1,Adam,,mse_loss
5om7txt3,finished,sweet-sweep-52,49.807536602020264,320,1749830634.5073426,{'runtime': 50},-0.004803910851478577,1.1704882383346558,94,0.010444289073348044,11849,23.69529914855957,0.001,1.0,0.01,0.001,10,0.001,0.001,1.0,200,1,Adam,,mse_loss
1nptimvz,finished,chocolate-sweep-51,52.514981746673584,320,1749830571.9176548,{'runtime': 53},-0.003003485966473818,1.148193359375,94,0.010422838851809502,11849,23.68583106994629,0.001,1.0,0.01,0.01,10,0.001,0.01,1.0,200,1,Adam,,mse_loss
19anm99i,finished,charmed-sweep-50,70.52872133255005,468,1749830589.9116914,{'runtime': 71},-0.004881808999925852,0.12159105390310287,114,0.0035851839929819107,14349,2.8686811923980713,0.001,0.1,0.01,1e-06,10,0.001,1e-06,0.1,200,1,Adam,,mse_loss
023153cn,finished,kind-sweep-49,76.30679321289062,468,1749830559.6561062,{'runtime': 76},-0.003958115819841623,0.1280888170003891,114,0.003441052045673132,14349,2.8686676025390625,0.001,0.1,0.01,1e-05,10,0.001,1e-05,0.1,200,1,Adam,,mse_loss
8g3ueg1x,finished,skilled-sweep-48,70.80735468864441,468,1749830495.6699076,{'runtime': 71},-0.00367854256182909,0.13335193693637848,114,0.0033577450085431337,14349,2.868580102920532,0.001,0.1,0.01,0.0001,10,0.001,0.0001,0.1,200,1,Adam,,mse_loss
fh6qbz2l,finished,ruby-sweep-47,79.0550901889801,468,1749830496.9228752,{'runtime': 79},-0.0036899324040859938,0.13409076631069183,114,0.0033496450632810593,14349,2.867652654647827,0.001,0.1,0.01,0.001,10,0.001,0.001,0.1,200,1,Adam,,mse_loss
dj64r80t,finished,giddy-sweep-46,61.46305465698242,423,1749830460.6024566,{'runtime': 61},-0.007556921802461147,0.10729581862688065,96,0.0033625932410359383,12099,2.8590598106384277,0.001,0.1,0.01,0.01,10,0.001,0.01,0.1,200,1,Adam,,mse_loss
odh4f7vx,finished,glowing-sweep-45,64.64646220207214,452,1749830402.7414513,{'runtime': 65},0.003315308131277561,0.026533247902989388,84,0.0013386914506554604,10599,0.6820470690727234,0.001,0.01,0.01,1e-06,10,0.001,1e-06,0.01,200,1,Adam,,mse_loss
jvztrty9,finished,unique-sweep-44,62.732486963272095,452,1749830396.442369,{'runtime': 63},0.0033040721900761127,0.027806075289845467,84,0.0013459926703944802,10599,0.6820321679115295,0.001,0.01,0.01,1e-05,10,0.001,1e-05,0.01,200,1,Adam,,mse_loss
1w20nom1,finished,celestial-sweep-43,60.269166231155396,452,1749830374.8093762,{'runtime': 60},0.0021689559798687696,0.02903095819056034,84,0.0013409457169473171,10599,0.681942343711853,0.001,0.01,0.01,0.0001,10,0.001,0.0001,0.01,200,1,Adam,,mse_loss
dihaea35,finished,sandy-sweep-42,59.93968725204468,452,1749830310.3354182,{'runtime': 60},0.0018283994868397713,0.02949657291173935,84,0.0013382695615291595,10599,0.6811885833740234,0.001,0.01,0.01,0.001,10,0.001,0.001,0.01,200,1,Adam,,mse_loss
6morqjjc,finished,exalted-sweep-41,71.27390646934509,510,1749830309.4408455,{'runtime': 71},0.007701830472797155,-0.0029588353354483843,107,0.0026679993607103825,13499,0.6736469268798828,0.001,0.01,0.01,0.01,10,0.001,0.01,0.01,200,1,Adam,,mse_loss
8zgq5mdr,finished,legendary-sweep-40,59.28834867477417,452,1749830288.8423586,{'runtime': 60},0.00258805719204247,0.019421035423874855,84,0.0010369104566052556,10599,0.4903882145881653,0.001,0.001,0.01,1e-06,10,0.001,1e-06,0.001,200,1,Adam,,mse_loss
obmovyus,finished,cerulean-sweep-39,59.34048557281494,452,1749830230.2535057,{'runtime': 60},0.002940349280834198,0.02020907774567604,84,0.001046144519932568,10599,0.49036964774131775,0.001,0.001,0.01,1e-05,10,0.001,1e-05,0.001,200,1,Adam,,mse_loss
8met6nc7,finished,youthful-sweep-38,60.58047795295715,452,1749830216.0300848,{'runtime': 61},0.0029818916227668524,0.021410470828413963,84,0.0010537425987422466,10599,0.4902859628200531,0.001,0.001,0.01,0.0001,10,0.001,0.0001,0.001,200,1,Adam,,mse_loss
6shxff7q,finished,firm-sweep-37,59.30745148658752,452,1749830200.1520934,{'runtime': 60},0.002340372884646058,0.02331134118139744,84,0.0010566323762759566,10599,0.4895269274711609,0.001,0.001,0.01,0.001,10,0.001,0.001,0.001,200,1,Adam,,mse_loss
inmtgeaa,finished,decent-sweep-36,60.29625582695007,452,1749830146.7514255,{'runtime': 60},0.008608104661107063,0.01040948648005724,84,0.0010806708596646786,10599,0.4820869565010071,0.001,0.001,0.01,0.01,10,0.001,0.01,0.001,200,1,Adam,,mse_loss
ku8mzluw,finished,mild-sweep-35,60.810652017593384,452,1749830132.965184,{'runtime': 61},0.0011354758171364665,0.019617615267634392,84,0.0009393513319082558,10599,0.472320556640625,0.001,0.0001,0.01,1e-06,10,0.001,1e-06,0.0001,200,1,Adam,,mse_loss
vlj00xwr,finished,glowing-sweep-34,59.06612682342529,452,1749830116.37827,{'runtime': 59},0.001163145643658936,0.020116981118917465,84,0.0009431135840713978,10599,0.4723052978515625,0.001,0.0001,0.01,1e-05,10,0.001,1e-05,0.0001,200,1,Adam,,mse_loss
r2okl86v,finished,serene-sweep-33,60.4909405708313,452,1749830062.6624465,{'runtime': 61},0.0011058904929086566,0.02171911485493183,84,0.0009528570808470248,10599,0.47220832109451294,0.001,0.0001,0.01,0.0001,10,0.001,0.0001,0.0001,200,1,Adam,,mse_loss
qywwkp4v,finished,fine-sweep-32,60.77218794822693,452,1749830048.158825,{'runtime': 61},0.00039168065995909274,0.024145347997546196,84,0.0009604796068742872,10599,0.4714507460594177,0.001,0.0001,0.01,0.001,10,0.001,0.001,0.0001,200,1,Adam,,mse_loss
cd2mvmr5,finished,unique-sweep-31,59.16741394996643,452,1749830036.985062,{'runtime': 59},0.00722412159666419,0.01121696550399065,84,0.0009716624626889824,10599,0.46497032046318054,0.001,0.0001,0.01,0.01,10,0.001,0.01,0.0001,200,1,Adam,,mse_loss
lr8y4b8p,finished,gentle-sweep-30,52.164382457733154,321,1749829979.9508984,{'runtime': 52},-0.007601515389978886,9.978713989257812,100,0.0982375591993332,12599,140.76914978027344,0.0001,10.0,0.01,1e-06,10,0.0001,1e-06,10.0,200,1,Adam,,mse_loss
n6v9ury9,finished,restful-sweep-29,52.468188524246216,321,1749829965.4970164,{'runtime': 53},-0.007590585853904486,9.978763580322266,100,0.09823975712060928,12599,140.76914978027344,0.0001,10.0,0.01,1e-05,10,0.0001,1e-05,10.0,200,1,Adam,,mse_loss
4lcy6aoe,finished,fancy-sweep-28,51.47959566116333,321,1749829954.6962466,{'runtime': 52},-0.00755705963820219,9.979283332824709,100,0.0982515811920166,12599,140.76913452148438,0.0001,10.0,0.01,0.0001,10,0.0001,0.0001,10.0,200,1,Adam,,mse_loss
teqvp047,finished,honest-sweep-27,51.97811579704285,321,1749829905.5841398,{'runtime': 52},-0.007912017405033112,9.981127738952637,100,0.09822186827659608,12599,140.76904296875,0.0001,10.0,0.01,0.001,10,0.0001,0.001,10.0,200,1,Adam,,mse_loss
5eu8w82b,finished,kind-sweep-26,52.639060974121094,321,1749829891.340743,{'runtime': 53},-0.010371780022978784,9.992661476135254,100,0.09803039580583572,12599,140.76815795898438,0.0001,10.0,0.01,0.01,10,0.0001,0.01,10.0,200,1,Adam,,mse_loss
kha0gpj9,finished,gallant-sweep-25,49.469260931015015,320,1749829883.91791,{'runtime': 50},-0.005417873617261648,1.166908621788025,94,0.010357475839555264,11849,23.54072380065918,0.0001,1.0,0.01,1e-06,10,0.0001,1e-06,1.0,200,1,Adam,,mse_loss
czqvc6pn,finished,restful-sweep-24,50.38691830635071,320,1749829829.2968552,{'runtime': 51},-0.005417910870164633,1.1669087409973145,94,0.010357476770877838,11849,23.54071617126465,0.0001,1.0,0.01,1e-05,10,0.0001,1e-05,1.0,200,1,Adam,,mse_loss
p07f3tzs,finished,distinctive-sweep-23,50.9402928352356,320,1749829815.4208488,{'runtime': 51},-0.005418204236775637,1.1669096946716309,94,0.010357461869716644,11849,23.540712356567383,0.0001,1.0,0.01,0.0001,10,0.0001,0.0001,1.0,200,1,Adam,,mse_loss
um2a7x79,finished,warm-sweep-22,49.847893714904785,320,1749829810.6630378,{'runtime': 50},-0.00545115489512682,1.166763424873352,94,0.010357513092458248,11849,23.54061508178711,0.0001,1.0,0.01,0.001,10,0.0001,0.001,1.0,200,1,Adam,,mse_loss
8ok03u6y,finished,golden-sweep-20,68.53660202026367,468,1749829758.528871,{'runtime': 69},-0.006185331381857395,0.11982107907533646,114,0.0033229568507522345,14349,2.714482069015503,0.0001,0.1,0.01,1e-06,10,0.0001,1e-06,0.1,200,1,Adam,,mse_loss
i1i0et9b,finished,resilient-sweep-21,50.084797620773315,320,1749829740.085291,{'runtime': 50},-0.003716827603057027,1.1444284915924072,94,0.010338421911001204,11849,23.539634704589844,0.0001,1.0,0.01,0.01,10,0.0001,0.01,1.0,200,1,Adam,,mse_loss
qk8hqey9,finished,lucky-sweep-19,69.27683115005493,468,1749829741.4097805,{'runtime': 70},-0.00608596159145236,0.12215676158666612,114,0.0032857651822268963,14349,2.7144808769226074,0.0001,0.1,0.01,1e-05,10,0.0001,1e-05,0.1,200,1,Adam,,mse_loss
cn9ylqhn,finished,magic-sweep-17,71.44957280158997,468,1749829666.919062,{'runtime': 72},-0.0060537089593708515,0.12355581670999528,114,0.003265527542680502,14349,2.714369773864746,0.0001,0.1,0.01,0.001,10,0.0001,0.001,0.1,200,1,Adam,,mse_loss
w6hhcl2e,finished,prime-sweep-18,72.34266257286072,468,1749829667.8117447,{'runtime': 73},-0.006070021074265242,0.1227269396185875,114,0.0032773041166365147,14349,2.714470386505127,0.0001,0.1,0.01,0.0001,10,0.0001,0.0001,0.1,200,1,Adam,,mse_loss
nhn0eze4,finished,ancient-sweep-16,79.91705799102783,498,1749829646.979912,{'runtime': 80},-0.0033141241874545813,0.09417308121919632,126,0.00450304476544261,15849,2.713444948196411,0.0001,0.1,0.01,0.01,10,0.0001,0.01,0.1,200,1,Adam,,mse_loss
5vfv7kp6,finished,peach-sweep-14,75.7154221534729,510,1749829571.528207,{'runtime': 76},0.00466470792889595,0.009746098890900612,107,0.0024891947396099567,13499,0.5410802364349365,0.0001,0.01,0.01,1e-05,10,0.0001,1e-05,0.01,200,1,Adam,,mse_loss
zzwd7egz,finished,daily-sweep-15,74.76839566230774,510,1749829570.5988176,{'runtime': 75},0.005145243369042873,0.010128051042556764,107,0.002505345270037651,13499,0.5410813093185425,0.0001,0.01,0.01,1e-06,10,0.0001,1e-06,0.01,200,1,Adam,,mse_loss
dq10aogw,finished,solar-sweep-13,75.84454941749573,510,1749829542.9169283,{'runtime': 76},0.0046019661240279675,0.009709569625556467,107,0.0024873074144124985,13499,0.5410704612731934,0.0001,0.01,0.01,0.0001,10,0.0001,0.0001,0.01,200,1,Adam,,mse_loss
j23jxnki,finished,glowing-sweep-11,74.41670227050781,510,1749829471.1382103,{'runtime': 75},0.008894013240933418,-0.011772396974265575,107,0.0023863837122917175,13499,0.5400720834732056,0.0001,0.01,0.01,0.01,10,0.0001,0.01,0.01,200,1,Adam,,mse_loss
nqgve2bk,finished,zany-sweep-10,47.07775902748108,278,1749829443.821291,{'runtime': 47},0.0028260056860744953,0.002034800359979272,80,0.0034043225459754467,10099,0.40869805216789246,0.0001,0.001,0.01,1e-06,10,0.0001,1e-06,0.001,200,1,Adam,,mse_loss
qr41bo81,finished,apricot-sweep-12,75.00294947624207,510,1749829471.7368064,{'runtime': 75},0.004511216655373573,0.009551948867738249,107,0.002484032418578863,13499,0.5409789681434631,0.0001,0.01,0.01,0.001,10,0.0001,0.001,0.01,200,1,Adam,,mse_loss
2tsqzawl,finished,glowing-sweep-9,46.9163453578949,278,1749829374.4336004,{'runtime': 47},0.002823394723236561,0.0020392038859426975,80,0.0034043050836771727,10099,0.4086969494819641,0.0001,0.001,0.01,1e-05,10,0.0001,1e-05,0.001,200,1,Adam,,mse_loss
yykih8dp,finished,toasty-sweep-8,46.54541873931885,278,1749829374.0569868,{'runtime': 47},0.002815582789480686,0.002047457033768296,80,0.003404068062081933,10099,0.4086861312389374,0.0001,0.001,0.01,0.0001,10,0.0001,0.0001,0.001,200,1,Adam,,mse_loss
ot2ak6lb,finished,magic-sweep-7,46.200913429260254,278,1749829373.6979735,{'runtime': 46},0.0026739637833088636,0.002233631443232298,80,0.00340067595243454,10099,0.4085787832736969,0.0001,0.001,0.01,0.001,10,0.0001,0.001,0.001,200,1,Adam,,mse_loss
yhjn646j,finished,daily-sweep-6,46.399617195129395,278,1749829305.4385023,{'runtime': 47},0.0026047476567327976,0.0023799322079867125,80,0.003400164656341076,10099,0.4075250327587128,0.0001,0.001,0.01,0.01,10,0.0001,0.01,0.001,200,1,Adam,,mse_loss
zwsfosat,finished,dutiful-sweep-5,46.66894435882568,278,1749829305.7305264,{'runtime': 47},0.002124143997207284,0.0048642330802977085,80,0.0036465837620198727,10099,0.3237268924713135,0.0001,0.0001,0.01,1e-06,10,0.0001,1e-06,0.0001,200,1,Adam,,mse_loss
gqtysl1q,finished,vague-sweep-4,46.00044775009155,278,1749829305.0621057,{'runtime': 46},0.0021241609938442707,0.004864253103733063,80,0.003646586090326309,10099,0.32372578978538513,0.0001,0.0001,0.01,1e-05,10,0.0001,1e-05,0.0001,200,1,Adam,,mse_loss
gguvo1wv,finished,feasible-sweep-3,46.59009265899658,278,1749829236.3338535,{'runtime': 47},0.002099832287058234,0.0048839980736374855,80,0.0036458016838878393,10099,0.3237150311470032,0.0001,0.0001,0.01,0.0001,10,0.0001,0.0001,0.0001,200,1,Adam,,mse_loss
hk1cmsuf,finished,misunderstood-sweep-2,46.70819282531738,278,1749829236.4492989,{'runtime': 47},0.0020161306019872427,0.004981729201972485,80,0.0036437525413930416,10099,0.3236078917980194,0.0001,0.0001,0.01,0.001,10,0.0001,0.001,0.0001,200,1,Adam,,mse_loss
zppt7e1q,finished,atomic-sweep-1,45.75976800918579,278,1749829235.53348,{'runtime': 46},0.0018442125292494893,0.005361649207770824,80,0.003643234493210912,10099,0.32255473732948303,0.0001,0.0001,0.01,0.01,10,0.0001,0.01,0.0001,200,1,Adam,,mse_loss
