id,state,name,_runtime,_step,_timestamp,_wandb,bias/theta_1,bias/theta_2,epoch,train/loss,trainer/global_step,val/loss,l1,l2,lr,smooth,l1_lambda,l1_smooth,l2_lambda,in_features,out_features,optimizer_cls,hidden_features,grad_match_loss_fn
kzwy4rmg,finished,swift-sweep-81,37.50715446472168,242,1755900818.9178894,{'runtime': 38},-3.964704990386963,0.034641288220882416,60,0.09042513370513916,7599,40.869384765625,0.01,1.0,0.01,0.01,0.01,0.01,1.0,10,1,Adam,200,mse_loss
zvs0irqr,finished,vocal-sweep-80,113.4373495578766,812,1755900881.3828857,{'runtime': 114},-7.708631992340088,-2.3595871925354004,159,0.003390502417460084,19999,5.881500720977783,0.01,0.1,0.01,1e-06,0.01,1e-06,0.1,10,1,Adam,200,mse_loss
1eaq48m4,finished,vague-sweep-79,109.97626996040344,812,1755900869.266695,{'runtime': 110},-7.710121154785156,-2.358506679534912,159,0.003365164389833808,19999,5.883021354675293,0.01,0.1,0.01,1e-05,0.01,1e-05,0.1,10,1,Adam,200,mse_loss
eqv4tszr,finished,copper-sweep-78,74.30819749832153,602,1755900829.6069274,{'runtime': 74},-4.730431079864502,-2.436045408248902,75,0.002491025486961007,9499,5.880200386047363,0.01,0.1,0.01,0.0001,0.01,0.0001,0.1,10,1,Adam,200,mse_loss
pisy0itt,finished,clear-sweep-77,74.88567590713501,602,1755900755.254866,{'runtime': 75},-4.494220733642578,-2.4626944065093994,75,0.002462926786392927,9499,5.879544734954834,0.01,0.1,0.01,0.001,0.01,0.001,0.1,10,1,Adam,200,mse_loss
omin2yow,finished,ancient-sweep-76,73.98574876785278,602,1755900738.1022787,{'runtime': 74},-4.49418306350708,-2.464261770248413,75,0.0024641938507556915,9499,5.868138313293457,0.01,0.1,0.01,0.01,0.01,0.01,0.1,10,1,Adam,200,mse_loss
htzoeolv,finished,fast-sweep-75,131.28297472000122,897,1755900791.6913588,{'runtime': 131},-9.330864906311035,-6.6465535163879395,193,0.002491315593943,24249,1.6134859323501587,0.01,0.01,0.01,1e-06,0.01,1e-06,0.01,10,1,Adam,200,mse_loss
jqokn662,finished,denim-sweep-73,126.20903325080872,971,1755900778.9422052,{'runtime': 126},-6.504621982574463,-3.958466053009033,143,0.003801826387643814,17999,1.4135568141937256,0.01,0.01,0.01,0.0001,0.01,0.0001,0.01,10,1,Adam,200,mse_loss
rrt8ja46,finished,feasible-sweep-74,127.12340712547302,971,1755900779.840753,{'runtime': 127},-7.087152004241943,-3.8788747787475586,143,0.003980380017310381,17999,1.4114552736282349,0.01,0.01,0.01,1e-05,0.01,1e-05,0.01,10,1,Adam,200,mse_loss
m9r703vy,finished,happy-sweep-72,98.06320786476137,803,1755900728.644893,{'runtime': 98},-4.6566972732543945,-4.243426322937012,76,0.0031825329642742872,9599,1.41115403175354,0.01,0.01,0.01,0.001,0.01,0.001,0.01,10,1,Adam,200,mse_loss
ngcxy7hb,finished,desert-sweep-71,91.87704873085022,791,1755900627.0900917,{'runtime': 92},-4.487252235412598,-4.2030158042907715,71,0.0023142152931541204,8999,1.3814445734024048,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10,1,Adam,200,mse_loss
iuqjqyfg,finished,bright-sweep-70,122.18086695671082,953,1755900657.003929,{'runtime': 122},-6.801370620727539,-5.015591621398926,136,0.010608771815896034,17099,0.9579901099205016,0.01,0.001,0.01,1e-06,0.01,1e-06,0.001,10,1,Adam,200,mse_loss
wegcxsse,finished,comic-sweep-69,122.61130428314208,953,1755900637.3930285,{'runtime': 123},-6.774972915649414,-5.005249500274658,136,0.009834093041718006,17099,0.9599317908287048,0.01,0.001,0.01,1e-05,0.01,1e-05,0.001,10,1,Adam,200,mse_loss
cyzd7qfa,finished,swift-sweep-68,124.0289273262024,953,1755900631.3515294,{'runtime': 124},-5.838388442993164,-5.230705261230469,136,0.010475769639015198,17099,0.953033208847046,0.01,0.001,0.01,0.0001,0.01,0.0001,0.001,10,1,Adam,200,mse_loss
mfyzvlvb,finished,light-sweep-67,160.15266346931458,1161,1755900644.9214454,{'runtime': 160},-5.0271735191345215,-5.388477325439453,219,0.0016653515631332994,27499,0.9513241052627563,0.01,0.001,0.01,0.001,0.01,0.001,0.001,10,1,Adam,200,mse_loss
bx9uvbtf,finished,expert-sweep-66,167.05009007453918,1161,1755900605.292608,{'runtime': 167},-4.410949230194092,-6.320847034454346,219,0.0017867329297587276,27499,0.9320553541183472,0.01,0.001,0.01,0.01,0.01,0.01,0.001,10,1,Adam,200,mse_loss
foxb6a4n,finished,azure-sweep-65,94.18968749046326,728,1755900514.9070766,{'runtime': 94},-5.905404567718506,-5.358270168304443,102,0.00257485406473279,12849,1.0415183305740356,0.01,0.0001,0.01,1e-06,0.01,1e-06,0.0001,10,1,Adam,200,mse_loss
duyoqtve,finished,wild-sweep-64,93.27572751045228,728,1755900513.5924926,{'runtime': 93},-5.885178089141846,-5.278187274932861,102,0.002439797855913639,12849,1.0416958332061768,0.01,0.0001,0.01,1e-05,0.01,1e-05,0.0001,10,1,Adam,200,mse_loss
ruc3uc6p,finished,glamorous-sweep-63,85.11113810539246,681,1755900494.1247082,{'runtime': 85},-5.265589237213135,-4.967005252838135,83,0.004353100899606943,10499,1.0418063402175903,0.01,0.0001,0.01,0.0001,0.01,0.0001,0.0001,10,1,Adam,200,mse_loss
i6sad1i2,finished,dutiful-sweep-62,86.07795834541321,681,1755900484.845055,{'runtime': 86},-5.278111457824707,-5.004149913787842,83,0.004159136209636927,10499,1.040340781211853,0.01,0.0001,0.01,0.001,0.01,0.001,0.0001,10,1,Adam,200,mse_loss
3xr9n1w6,finished,fearless-sweep-61,93.32306027412416,728,1755900463.2435744,{'runtime': 93},-5.610684394836426,-5.36159086227417,102,0.0022939438931643963,12849,1.0405755043029783,0.01,0.0001,0.01,0.01,0.01,0.01,0.0001,10,1,Adam,200,mse_loss
ahhavl9d,finished,legendary-sweep-60,61.6798050403595,344,1755900415.180139,{'runtime': 62},-6.043899059295654,1.907867193222046,109,0.01685321517288685,13749,144.11532592773438,0.001,10.0,0.01,1e-06,0.001,1e-06,10.0,10,1,Adam,200,mse_loss
e8atdu13,finished,wise-sweep-59,60.115193367004395,344,1755900396.8152804,{'runtime': 60},-1.8039075136184692,-1.8032585382461548,109,0.016773562878370285,13749,144.11532592773438,0.001,10.0,0.01,1e-05,0.001,1e-05,10.0,10,1,Adam,200,mse_loss
9c3e58wy,finished,pious-sweep-58,59.745564699172974,344,1755900396.1213677,{'runtime': 60},-1.8039076328277588,-1.8032588958740232,109,0.016773562878370285,13749,144.11532592773438,0.001,10.0,0.01,0.0001,0.001,0.0001,10.0,10,1,Adam,200,mse_loss
ec002aws,finished,olive-sweep-57,60.150917530059814,344,1755900383.5147135,{'runtime': 60},-1.8039075136184692,-1.8032585382461548,109,0.016773562878370285,13749,144.11532592773438,0.001,10.0,0.01,0.001,0.001,0.001,10.0,10,1,Adam,200,mse_loss
vatp3ctf,finished,fancy-sweep-56,61.10704803466797,344,1755900374.14576,{'runtime': 61},-1.8040062189102173,-1.8033636808395384,109,0.016773557290434837,13749,144.11532592773438,0.001,10.0,0.01,0.01,0.001,0.01,10.0,10,1,Adam,200,mse_loss
6hm8lyyc,finished,gallant-sweep-55,87.78078079223633,502,1755900346.5191247,{'runtime': 88},-6.6832499504089355,0.14977411925792694,164,0.04741450771689415,20599,39.25847625732422,0.001,1.0,0.01,1e-06,0.001,1e-06,1.0,10,1,Adam,200,mse_loss
7wgama5e,finished,floral-sweep-54,90.24391078948976,502,1755900329.048278,{'runtime': 90},-6.6364264488220215,0.1496080458164215,164,0.04741564393043518,20599,39.25847244262695,0.001,1.0,0.01,1e-05,0.001,1e-05,1.0,10,1,Adam,200,mse_loss
fhb0wi0r,finished,trim-sweep-53,88.33391213417053,502,1755900315.664853,{'runtime': 89},-6.6364827156066895,0.1496082991361618,164,0.04741562902927399,20599,39.258358001708984,0.001,1.0,0.01,0.0001,0.001,0.0001,1.0,10,1,Adam,200,mse_loss
iee6vpk8,finished,daily-sweep-52,87.59694075584412,502,1755900313.9426658,{'runtime': 88},-6.629645347595215,0.14958816766738892,164,0.04740427806973457,20599,39.257347106933594,0.001,1.0,0.01,0.001,0.001,0.001,1.0,10,1,Adam,200,mse_loss
8jz3lx4k,finished,giddy-sweep-50,79.96226048469543,484,1755900294.0228555,{'runtime': 80},-5.353930950164795,-2.5582435131073,133,0.0034485093783587217,16749,5.282137393951416,0.001,0.1,0.01,1e-06,0.001,1e-06,0.1,10,1,Adam,200,mse_loss
mxut5f6k,finished,lyric-sweep-51,88.11003232002258,502,1755900302.1859002,{'runtime': 88},-6.625674247741699,0.1495848447084427,164,0.04742620512843132,20599,39.2474365234375,0.001,1.0,0.01,0.01,0.001,0.01,1.0,10,1,Adam,200,mse_loss
ktihfpga,finished,jumping-sweep-49,51.59735465049744,341,1755900235.6284587,{'runtime': 52},-4.3415656089782715,-2.9147632122039795,76,0.004708635155111551,9599,5.282294273376465,0.001,0.1,0.01,1e-05,0.001,1e-05,0.1,10,1,Adam,200,mse_loss
402o8mzk,finished,lemon-sweep-48,51.62724423408508,341,1755900203.6619885,{'runtime': 52},-4.3296356201171875,-2.922544240951538,76,0.004684428218752146,9599,5.281923294067383,0.001,0.1,0.01,0.0001,0.001,0.0001,0.1,10,1,Adam,200,mse_loss
lxylo1db,finished,fanciful-sweep-47,51.78099703788757,341,1755900190.3863502,{'runtime': 52},-4.324228286743164,-2.925334215164185,76,0.004691045731306076,9599,5.281093597412109,0.001,0.1,0.01,0.001,0.001,0.001,0.1,10,1,Adam,200,mse_loss
uy7e30b2,finished,fancy-sweep-46,80.68656611442566,484,1755900214.755026,{'runtime': 81},-5.015808582305908,-2.626411199569702,133,0.0034827319905161858,16749,5.271282196044922,0.001,0.1,0.01,0.01,0.001,0.01,0.1,10,1,Adam,200,mse_loss
osau3l0q,finished,woven-sweep-45,96.09265041351318,612,1755900209.9496634,{'runtime': 96},-6.8013739585876465,-6.376596927642822,148,0.0019663553684949875,18599,1.0333343744277954,0.001,0.01,0.01,1e-06,0.001,1e-06,0.01,10,1,Adam,200,mse_loss
94vtwwvg,finished,stellar-sweep-44,96.66146278381348,612,1755900191.4184608,{'runtime': 97},-6.851680278778076,-6.473927021026611,148,0.0019266314338892696,18599,1.0330016613006592,0.001,0.01,0.01,1e-05,0.001,1e-05,0.01,10,1,Adam,200,mse_loss
ekjaxxkq,finished,spring-sweep-43,93.49446392059326,612,1755900162.1611638,{'runtime': 94},-6.675114154815674,-6.462667465209961,148,0.001958071021363139,18599,1.0330054759979248,0.001,0.01,0.01,0.0001,0.001,0.0001,0.01,10,1,Adam,200,mse_loss
dqprhxzd,finished,polished-sweep-42,94.23589301109314,612,1755900126.637173,{'runtime': 94},-6.78296422958374,-6.516829490661621,148,0.0019997749477624893,18599,1.0323988199234009,0.001,0.01,0.01,0.001,0.001,0.001,0.01,10,1,Adam,200,mse_loss
d1tlznz5,finished,fast-sweep-41,96.42169976234436,612,1755900112.2750428,{'runtime': 97},-6.288186550140381,-6.7657036781311035,148,0.0019588624127209187,18599,1.0232203006744385,0.001,0.01,0.01,0.01,0.001,0.01,0.01,10,1,Adam,200,mse_loss
yglv3ulo,finished,clean-sweep-40,90.21863627433775,587,1755900093.4349604,{'runtime': 90},-7.217907428741455,-7.609519481658936,138,0.002813667757436633,17349,0.6467674374580383,0.001,0.001,0.01,1e-06,0.001,1e-06,0.001,10,1,Adam,200,mse_loss
4awyev4x,finished,good-sweep-39,119.5577654838562,745,1755900118.8635554,{'runtime': 120},-10.041057586669922,-10.911005973815918,201,0.0017656272975727916,25249,0.646533191204071,0.001,0.001,0.01,1e-05,0.001,1e-05,0.001,10,1,Adam,200,mse_loss
lev7mko8,finished,still-sweep-38,90.94172286987305,587,1755900070.1885889,{'runtime': 91},-7.275139331817627,-7.632241249084473,138,0.002829217817634344,17349,0.6456648111343384,0.001,0.001,0.01,0.0001,0.001,0.0001,0.001,10,1,Adam,200,mse_loss
plp6fzz0,finished,clear-sweep-37,88.92779350280762,587,1755900044.5564246,{'runtime': 89},-7.253615379333496,-7.612313270568848,138,0.00278430967591703,17349,0.6444261074066162,0.001,0.001,0.01,0.001,0.001,0.001,0.001,10,1,Adam,200,mse_loss
w4zkp5rk,finished,firm-sweep-36,119.8506212234497,745,1755900013.243662,{'runtime': 120},-9.276568412780762,-10.762555122375488,201,0.0017220319714397192,25249,0.6365429759025574,0.001,0.001,0.01,0.01,0.001,0.01,0.001,10,1,Adam,200,mse_loss
u05cd6nn,finished,classic-sweep-35,122.43292784690856,745,1755899991.0998049,{'runtime': 123},-10.341866493225098,-10.856314659118652,201,0.001426969887688756,25249,0.6156073808670044,0.001,0.0001,0.01,1e-06,0.001,1e-06,0.0001,10,1,Adam,200,mse_loss
834436vt,finished,noble-sweep-34,119.94028425216676,745,1755899982.7105832,{'runtime': 120},-10.149762153625488,-10.724753379821776,201,0.0015154295833781362,25249,0.6157684326171875,0.001,0.0001,0.01,1e-05,0.001,1e-05,0.0001,10,1,Adam,200,mse_loss
sljoehaa,finished,clean-sweep-33,120.04222464561462,745,1755899979.6548846,{'runtime': 120},-10.31399631500244,-10.823493003845217,201,0.0014446841087192297,25249,0.6149628758430481,0.001,0.0001,0.01,0.0001,0.001,0.0001,0.0001,10,1,Adam,200,mse_loss
cjc8ojml,finished,fearless-sweep-32,121.83867287635805,745,1755899955.793207,{'runtime': 122},-10.214345932006836,-10.700066566467283,201,0.001548385713249445,25249,0.616089940071106,0.001,0.0001,0.01,0.001,0.001,0.001,0.0001,10,1,Adam,200,mse_loss
1tvjv127,finished,stellar-sweep-31,118.42652368545532,745,1755899931.1735296,{'runtime': 119},-9.563901901245115,-10.759337425231934,201,0.001509067136794329,25249,0.60782390832901,0.001,0.0001,0.01,0.01,0.001,0.01,0.0001,10,1,Adam,200,mse_loss
2iucl6ms,finished,silvery-sweep-30,60.08110165596008,344,1755899869.2872007,{'runtime': 60},-1.8044378757476809,-1.8037853240966797,109,0.016773540526628494,13749,144.11532592773438,0.0001,10.0,0.01,1e-06,0.0001,1e-06,10.0,10,1,Adam,200,mse_loss
morpwzaj,finished,iconic-sweep-29,61.06241846084595,344,1755899844.8985977,{'runtime': 61},-1.8044378757476809,-1.8037853240966797,109,0.016773540526628494,13749,144.11532592773438,0.0001,10.0,0.01,1e-05,0.0001,1e-05,10.0,10,1,Adam,200,mse_loss
1n701irh,finished,daily-sweep-27,60.300249338150024,344,1755899840.1341004,{'runtime': 60},-1.8044461011886597,-1.8037527799606323,109,0.016773546114563942,13749,144.11532592773438,0.0001,10.0,0.01,0.001,0.0001,0.001,10.0,10,1,Adam,200,mse_loss
fm6rsbxi,finished,stellar-sweep-28,60.65271854400635,344,1755899840.4928195,{'runtime': 61},-1.8045556545257568,-1.8032931089401243,109,0.016773633658885956,13749,144.11532592773438,0.0001,10.0,0.01,0.0001,0.0001,0.0001,10.0,10,1,Adam,200,mse_loss
0h3egi8v,finished,grateful-sweep-26,59.93036127090454,344,1755899785.0695012,{'runtime': 60},-1.804448485374451,-1.8037954568862915,109,0.016773542389273643,13749,144.11532592773438,0.0001,10.0,0.01,0.01,0.0001,0.01,10.0,10,1,Adam,200,mse_loss
tk7jaa1f,finished,pious-sweep-25,89.1898410320282,502,1755899814.331491,{'runtime': 89},-6.872885704040527,0.14896903932094574,164,0.04739505052566528,20599,39.069210052490234,0.0001,1.0,0.01,1e-06,0.0001,1e-06,1.0,10,1,Adam,200,mse_loss
rifzy71b,finished,worldly-sweep-24,87.36362552642822,502,1755899791.9493866,{'runtime': 88},-6.8722825050354,0.14896731078624725,164,0.04739505797624588,20599,39.06920623779297,0.0001,1.0,0.01,1e-05,0.0001,1e-05,1.0,10,1,Adam,200,mse_loss
26s2vowj,finished,toasty-sweep-23,89.46457767486572,502,1755899759.6366196,{'runtime': 90},-6.8722076416015625,0.14896708726882937,164,0.04739505052566528,20599,39.06919479370117,0.0001,1.0,0.01,0.0001,0.0001,0.0001,1.0,10,1,Adam,200,mse_loss
vp6727pj,finished,wild-sweep-22,90.3544774055481,502,1755899760.5264754,{'runtime': 90},-6.868863105773926,0.1489572823047638,164,0.04739512875676155,20599,39.069087982177734,0.0001,1.0,0.01,0.001,0.0001,0.001,1.0,10,1,Adam,200,mse_loss
w6c0f1p5,finished,cosmic-sweep-21,88.62375617027283,502,1755899758.809028,{'runtime': 89},-6.835555076599121,0.1488722413778305,164,0.0474182665348053,20599,39.06806182861328,0.0001,1.0,0.01,0.01,0.0001,0.01,1.0,10,1,Adam,200,mse_loss
7aah0ugu,finished,misunderstood-sweep-19,52.21149516105652,341,1755899703.1541471,{'runtime': 52},-4.34987211227417,-2.9343795776367188,76,0.004453510511666536,9599,5.055110454559326,0.0001,0.1,0.01,1e-05,0.0001,1e-05,0.1,10,1,Adam,200,mse_loss
o3vuipee,finished,devout-sweep-20,53.29854369163513,341,1755899704.2337546,{'runtime': 54},-4.35273551940918,-2.928075075149536,76,0.004428762011229992,9599,5.055009841918945,0.0001,0.1,0.01,1e-06,0.0001,1e-06,0.1,10,1,Adam,200,mse_loss
58eebdrv,finished,fragrant-sweep-17,51.056394815444946,341,1755899624.7674718,{'runtime': 51},-4.342202186584473,-2.9382200241088867,76,0.0044244746677577496,9599,5.054927825927734,0.0001,0.1,0.01,0.001,0.0001,0.001,0.1,10,1,Adam,200,mse_loss
8fathnpz,finished,crisp-sweep-18,51.0713210105896,341,1755899625.073602,{'runtime': 51},-4.3477678298950195,-2.9358630180358887,76,0.004422803875058889,9599,5.055052280426025,0.0001,0.1,0.01,0.0001,0.0001,0.0001,0.1,10,1,Adam,200,mse_loss
j20a131j,finished,bumbling-sweep-15,93.61343622207642,612,1755899663.842106,{'runtime': 94},-6.3475341796875,-6.677183151245117,148,0.001872766180895269,18599,0.8251070380210876,0.0001,0.01,0.01,1e-06,0.0001,1e-06,0.01,10,1,Adam,200,mse_loss
p85qnpd0,finished,sweepy-sweep-16,78.74513816833496,484,1755899648.9614232,{'runtime': 79},-5.085944652557373,-2.618458032608032,133,0.0034466504584997892,16749,5.054058074951172,0.0001,0.1,0.01,0.01,0.0001,0.01,0.1,10,1,Adam,200,mse_loss
tiuk95hj,finished,devout-sweep-14,97.0387761592865,612,1755899649.0342145,{'runtime': 97},-6.28469705581665,-6.706514358520508,148,0.0018758535152301192,18599,0.8250179886817932,0.0001,0.01,0.01,1e-05,0.0001,1e-05,0.01,10,1,Adam,200,mse_loss
ywrzh3qi,finished,smooth-sweep-13,96.54957747459412,612,1755899648.5493994,{'runtime': 97},-6.244240760803223,-6.7460808753967285,148,0.001893867738544941,18599,0.8254197239875793,0.0001,0.01,0.01,0.0001,0.0001,0.0001,0.01,10,1,Adam,200,mse_loss
tr453vqo,finished,stellar-sweep-12,95.4034297466278,612,1755899526.1315176,{'runtime': 96},-6.256018161773682,-6.6664719581604,148,0.0018461494473740456,18599,0.8253089785575867,0.0001,0.01,0.01,0.001,0.0001,0.001,0.01,10,1,Adam,200,mse_loss
ufqofv4l,finished,charmed-sweep-11,96.54187083244324,612,1755899527.2838588,{'runtime': 97},-6.25859260559082,-6.8617048263549805,148,0.0018749363953247664,18599,0.8251239061355591,0.0001,0.01,0.01,0.01,0.0001,0.01,0.01,10,1,Adam,200,mse_loss
1e4jt04h,finished,polished-sweep-9,118.94558691978456,745,1755899549.687676,{'runtime': 119},-10.05544376373291,-10.899800300598145,201,0.001435519428923726,25249,0.437885046005249,0.0001,0.001,0.01,1e-05,0.0001,1e-05,0.001,10,1,Adam,200,mse_loss
5j100b55,finished,lyric-sweep-10,121.24272537231444,745,1755899551.9869337,{'runtime': 121},-10.080352783203123,-10.88298797607422,201,0.0013691058848053217,25249,0.4368491768836975,0.0001,0.001,0.01,1e-06,0.0001,1e-06,0.001,10,1,Adam,200,mse_loss
6sdzpa54,finished,restful-sweep-7,119.83240151405334,745,1755899550.5573456,{'runtime': 120},-10.23557472229004,-10.97307586669922,201,0.0013136224588379264,25249,0.4365820288658142,0.0001,0.001,0.01,0.001,0.0001,0.001,0.001,10,1,Adam,200,mse_loss
qa3jpf9n,finished,robust-sweep-8,119.93583488464355,745,1755899550.651688,{'runtime': 120},-10.180216789245604,-10.957194328308104,201,0.001381510403007269,25249,0.4380047023296356,0.0001,0.001,0.01,0.0001,0.0001,0.0001,0.001,10,1,Adam,200,mse_loss
1mggtbad,finished,wobbly-sweep-6,121.17380881309508,745,1755899406.856233,{'runtime': 121},-10.327836036682127,-11.043354988098145,201,0.001357477973215282,25249,0.43599483370780945,0.0001,0.001,0.01,0.01,0.0001,0.01,0.001,10,1,Adam,200,mse_loss
4sioovl6,finished,toasty-sweep-3,119.1561713218689,745,1755899404.8431785,{'runtime': 119},-10.38968276977539,-10.816834449768066,201,0.0009860384743660688,25249,0.3720729351043701,0.0001,0.0001,0.01,0.0001,0.0001,0.0001,0.0001,10,1,Adam,200,mse_loss
581zjer9,finished,ethereal-sweep-5,119.94257164001463,745,1755899405.6576955,{'runtime': 120},-10.361572265625,-10.787887573242188,201,0.0009873671224340796,25249,0.37266284227371216,0.0001,0.0001,0.01,1e-06,0.0001,1e-06,0.0001,10,1,Adam,200,mse_loss
pk09nts8,finished,fresh-sweep-2,121.66604351997375,745,1755899407.3778417,{'runtime': 122},-10.4295015335083,-10.824849128723145,201,0.000992500688880682,25249,0.3715546131134033,0.0001,0.0001,0.01,0.001,0.0001,0.001,0.0001,10,1,Adam,200,mse_loss
vfic95ku,finished,eager-sweep-4,122.49008274078368,745,1755899408.1919048,{'runtime': 122},-10.347126960754396,-10.786471366882324,201,0.0010188238229602575,25249,0.3724634051322937,0.0001,0.0001,0.01,1e-05,0.0001,1e-05,0.0001,10,1,Adam,200,mse_loss
e1tvgsc5,finished,grateful-sweep-1,119.90189576148988,745,1755899405.6130447,{'runtime': 120},-10.382719039916992,-10.810355186462402,201,0.0009440864669159056,25249,0.3713585138320923,0.0001,0.0001,0.01,0.01,0.0001,0.01,0.0001,10,1,Adam,200,mse_loss
